Execution Time;Execution Time UTC;ISIN;Publication Time;Publication Time UTC;CCY;Venue of execution (MIC Code);Venue of publication (MIC Code);Price notation;Transaction to be cleared;MMT Flags;Transaction ID Code;Price;Volume;Buyer;Seller;Trade type
2024-02-23 17:18:01;2024-02-23T16:18:01.530000Z;SE0015961909;2024-02-23 17:18:01;2024-02-23T16:18:01.530000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000872983;121.450;6;;;
2024-02-23 17:17:52;2024-02-23T16:17:52.133000Z;SE0015961909;2024-02-23 17:17:52;2024-02-23T16:17:52.133000Z;SEK;DSTO;XSTO;MONE;false;32D---S--PH---;000872636;121.420;5455;;;Nordic@Mid trade
2024-02-23 17:17:33;2024-02-23T16:17:33.483000Z;SE0015961909;2024-02-23 17:17:33;2024-02-23T16:17:33.483000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000872060;121.400;4;;;
2024-02-23 17:16:23;2024-02-23T16:16:23.243000Z;SE0015961909;2024-02-23 17:16:23;2024-02-23T16:16:23.243000Z;SEK;XSTO;XSTO;MONE;false;12-------P----;000869855;121.400;268;;;
2024-02-23 17:16:13;2024-02-23T16:16:13.720000Z;SE0015961909;2024-02-23 17:16:13;2024-02-23T16:16:13.720000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000869588;121.400;200;;;
2024-02-23 17:16:07;2024-02-23T16:16:07.570000Z;SE0015961909;2024-02-23 17:16:07;2024-02-23T16:16:07.570000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000869248;121.450;270;;;
2024-02-23 17:16:07;2024-02-23T16:16:07.553000Z;SE0015961909;2024-02-23 17:16:07;2024-02-23T16:16:07.553000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000869234;121.450;2634;;;
2024-02-23 17:16:07;2024-02-23T16:16:07.553000Z;SE0015961909;2024-02-23 17:16:07;2024-02-23T16:16:07.553000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000869233;121.450;405;;;
2024-02-23 17:16:07;2024-02-23T16:16:07.553000Z;SE0015961909;2024-02-23 17:16:07;2024-02-23T16:16:07.553000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000869232;121.450;803;;;
2024-02-23 17:16:07;2024-02-23T16:16:07.553000Z;SE0015961909;2024-02-23 17:16:07;2024-02-23T16:16:07.553000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000869231;121.450;1580;;;
2024-02-23 17:16:07;2024-02-23T16:16:07.553000Z;SE0015961909;2024-02-23 17:16:07;2024-02-23T16:16:07.553000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000869221;121.450;110;;;
2024-02-23 17:16:07;2024-02-23T16:16:07.553000Z;SE0015961909;2024-02-23 17:16:07;2024-02-23T16:16:07.553000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000869217;121.450;244;;;
2024-02-23 17:16:07;2024-02-23T16:16:07.553000Z;SE0015961909;2024-02-23 17:16:07;2024-02-23T16:16:07.553000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000869216;121.450;796;;;
2024-02-23 17:15:35;2024-02-23T16:15:35.993000Z;SE0015961909;2024-02-23 17:15:35;2024-02-23T16:15:35.993000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000868158;121.400;695;;;
2024-02-23 17:15:35;2024-02-23T16:15:35.993000Z;SE0015961909;2024-02-23 17:15:35;2024-02-23T16:15:35.993000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000868157;121.400;5;;;
2024-02-23 17:15:20;2024-02-23T16:15:20.850000Z;SE0015961909;2024-02-23 17:15:20;2024-02-23T16:15:20.850000Z;SEK;XSTO;XSTO;MONE;false;12-------P----;000867611;121.400;761;;;
2024-02-23 17:15:20;2024-02-23T16:15:20.420000Z;SE0015961909;2024-02-23 17:15:20;2024-02-23T16:15:20.420000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000867605;121.400;270;;;
2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SE0015961909;2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000867604;121.400;912;;;
2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SE0015961909;2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000867603;121.400;425;;;
2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SE0015961909;2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000867602;121.400;938;;;
2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SE0015961909;2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000867601;121.400;770;;;
2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SE0015961909;2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000867600;121.400;1015;;;
2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SE0015961909;2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000867599;121.400;579;;;
2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SE0015961909;2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000867598;121.400;897;;;
2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SE0015961909;2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000867597;121.400;270;;;
2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SE0015961909;2024-02-23 17:15:20;2024-02-23T16:15:20.400000Z;SEK;DSTO;XSTO;MONE;false;32D---S--PH---;000867596;121.380;6039;;;Nordic@Mid trade
2024-02-23 17:14:15;2024-02-23T16:14:15.120000Z;SE0015961909;2024-02-23 17:14:15;2024-02-23T16:14:15.120000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000865433;121.350;877;;;
2024-02-23 17:14:15;2024-02-23T16:14:15.120000Z;SE0015961909;2024-02-23 17:14:15;2024-02-23T16:14:15.120000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000865432;121.350;889;;;
2024-02-23 17:14:15;2024-02-23T16:14:15.120000Z;SE0015961909;2024-02-23 17:14:15;2024-02-23T16:14:15.120000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000865431;121.350;39;;;
2024-02-23 17:14:15;2024-02-23T16:14:15.120000Z;SE0015961909;2024-02-23 17:14:15;2024-02-23T16:14:15.120000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000865430;121.350;1;;;
2024-02-23 17:14:15;2024-02-23T16:14:15.120000Z;SE0015961909;2024-02-23 17:14:15;2024-02-23T16:14:15.120000Z;SEK;XSTO;XSTO;MONE;false;12-------P----;000865429;121.350;1000;;;
2024-02-23 17:13:40;2024-02-23T16:13:40.480000Z;SE0015961909;2024-02-23 17:13:40;2024-02-23T16:13:40.480000Z;SEK;XSTO;XSTO;MONE;false;12-------P----;000864510;121.350;380;;;
2024-02-23 17:13:36;2024-02-23T16:13:36.083000Z;SE0015961909;2024-02-23 17:13:36;2024-02-23T16:13:36.083000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000864381;121.350;553;;;
2024-02-23 17:13:36;2024-02-23T16:13:36.083000Z;SE0015961909;2024-02-23 17:13:36;2024-02-23T16:13:36.083000Z;SEK;XSTO;XSTO;MONE;false;12-------P----;000864380;121.350;9;;;
2024-02-23 17:13:35;2024-02-23T16:13:35.077000Z;SE0015961909;2024-02-23 17:13:35;2024-02-23T16:13:35.077000Z;SEK;XSTO;XSTO;MONE;false;12-------P----;000864336;121.350;80;;;
2024-02-23 17:13:35;2024-02-23T16:13:35.030000Z;SE0015961909;2024-02-23 17:13:35;2024-02-23T16:13:35.030000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000864327;121.350;142;;;
2024-02-23 17:13:35;2024-02-23T16:13:35.030000Z;SE0015961909;2024-02-23 17:13:35;2024-02-23T16:13:35.030000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000864326;121.350;310;;;
2024-02-23 17:13:35;2024-02-23T16:13:35.030000Z;SE0015961909;2024-02-23 17:13:35;2024-02-23T16:13:35.030000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000864325;121.350;24;;;
2024-02-23 17:13:35;2024-02-23T16:13:35.030000Z;SE0015961909;2024-02-23 17:13:35;2024-02-23T16:13:35.030000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000864324;121.350;468;;;
2024-02-23 17:13:35;2024-02-23T16:13:35.030000Z;SE0015961909;2024-02-23 17:13:35;2024-02-23T16:13:35.030000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000864323;121.350;270;;;
2024-02-23 17:13:35;2024-02-23T16:13:35.030000Z;SE0015961909;2024-02-23 17:13:35;2024-02-23T16:13:35.030000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000864322;121.350;378;;;
2024-02-23 17:12:58;2024-02-23T16:12:58.833000Z;SE0015961909;2024-02-23 17:12:58;2024-02-23T16:12:58.833000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000863127;121.400;107;;;
2024-02-23 17:12:58;2024-02-23T16:12:58.833000Z;SE0015961909;2024-02-23 17:12:58;2024-02-23T16:12:58.833000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000863126;121.400;305;;;
2024-02-23 17:12:58;2024-02-23T16:12:58.833000Z;SE0015961909;2024-02-23 17:12:58;2024-02-23T16:12:58.833000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000863125;121.400;135;;;
2024-02-23 17:12:58;2024-02-23T16:12:58.833000Z;SE0015961909;2024-02-23 17:12:58;2024-02-23T16:12:58.833000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000863112;121.400;110;;;
2024-02-23 17:12:58;2024-02-23T16:12:58.740000Z;SE0015961909;2024-02-23 17:12:58;2024-02-23T16:12:58.740000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000863043;121.400;110;;;
2024-02-23 17:12:58;2024-02-23T16:12:58.737000Z;SE0015961909;2024-02-23 17:12:58;2024-02-23T16:12:58.737000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000863028;121.400;330;;;
2024-02-23 17:12:54;2024-02-23T16:12:54.423000Z;SE0015961909;2024-02-23 17:12:54;2024-02-23T16:12:54.423000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000862880;121.350;91;;;
2024-02-23 17:12:54;2024-02-23T16:12:54.423000Z;SE0015961909;2024-02-23 17:12:54;2024-02-23T16:12:54.423000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000862879;121.350;270;;;
2024-02-23 17:12:54;2024-02-23T16:12:54.423000Z;SE0015961909;2024-02-23 17:12:54;2024-02-23T16:12:54.423000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000862878;121.350;1;;;
2024-02-23 17:12:53;2024-02-23T16:12:53.007000Z;SE0015961909;2024-02-23 17:12:53;2024-02-23T16:12:53.007000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000862855;121.400;5;;;
2024-02-23 17:12:36;2024-02-23T16:12:36.000000Z;SE0015961909;2024-02-23 17:12:36;2024-02-23T16:12:36.000000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000862375;121.400;10;;;
2024-02-23 17:12:31;2024-02-23T16:12:31.997000Z;SE0015961909;2024-02-23 17:12:31;2024-02-23T16:12:31.997000Z;SEK;XSTO;XSTO;MONE;false;45-3-----PH---;F050230910;121.400;5;;;Standard Routed Trade
2024-02-23 17:12:18;2024-02-23T16:12:18.810000Z;SE0015961909;2024-02-23 17:12:18;2024-02-23T16:12:18.810000Z;SEK;XSTO;XSTO;MONE;false;45-3-----PH---;F050230810;121.400;433;;;Standard Routed Trade
2024-02-23 17:12:18;2024-02-23T16:12:18.790000Z;SE0015961909;2024-02-23 17:12:18;2024-02-23T16:12:18.790000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861933;121.400;826;;;
2024-02-23 17:12:18;2024-02-23T16:12:18.790000Z;SE0015961909;2024-02-23 17:12:18;2024-02-23T16:12:18.790000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861932;121.400;451;;;
2024-02-23 17:12:18;2024-02-23T16:12:18.790000Z;SE0015961909;2024-02-23 17:12:18;2024-02-23T16:12:18.790000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861931;121.400;790;;;
2024-02-23 17:11:57;2024-02-23T16:11:57.893000Z;SE0015961909;2024-02-23 17:11:57;2024-02-23T16:11:57.893000Z;SEK;XSTO;XSTO;MONE;false;12-------P----;000861447;121.400;663;;;
2024-02-23 17:11:57;2024-02-23T16:11:57.047000Z;SE0015961909;2024-02-23 17:11:57;2024-02-23T16:11:57.047000Z;SEK;XSTO;XSTO;MONE;false;12-------P----;000861431;121.400;410;;;
2024-02-23 17:11:56;2024-02-23T16:11:56.990000Z;SE0015961909;2024-02-23 17:11:56;2024-02-23T16:11:56.990000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861430;121.400;1573;;;
2024-02-23 17:11:56;2024-02-23T16:11:56.990000Z;SE0015961909;2024-02-23 17:11:56;2024-02-23T16:11:56.990000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861429;121.400;1252;;;
2024-02-23 17:11:56;2024-02-23T16:11:56.990000Z;SE0015961909;2024-02-23 17:11:56;2024-02-23T16:11:56.990000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861428;121.400;232;;;
2024-02-23 17:11:56;2024-02-23T16:11:56.990000Z;SE0015961909;2024-02-23 17:11:56;2024-02-23T16:11:56.990000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861427;121.400;395;;;
2024-02-23 17:11:56;2024-02-23T16:11:56.990000Z;SE0015961909;2024-02-23 17:11:56;2024-02-23T16:11:56.990000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861426;121.400;270;;;
2024-02-23 17:11:56;2024-02-23T16:11:56.990000Z;SE0015961909;2024-02-23 17:11:56;2024-02-23T16:11:56.990000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861425;121.400;374;;;
2024-02-23 17:11:53;2024-02-23T16:11:53.970000Z;SE0015961909;2024-02-23 17:11:53;2024-02-23T16:11:53.973000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861361;121.450;747;;;
2024-02-23 17:11:53;2024-02-23T16:11:53.970000Z;SE0015961909;2024-02-23 17:11:53;2024-02-23T16:11:53.970000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861360;121.450;1000;;;
2024-02-23 17:11:53;2024-02-23T16:11:53.953000Z;SE0015961909;2024-02-23 17:11:53;2024-02-23T16:11:53.953000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861355;121.450;522;;;
2024-02-23 17:11:53;2024-02-23T16:11:53.953000Z;SE0015961909;2024-02-23 17:11:53;2024-02-23T16:11:53.953000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861354;121.450;1021;;;
2024-02-23 17:11:53;2024-02-23T16:11:53.953000Z;SE0015961909;2024-02-23 17:11:53;2024-02-23T16:11:53.953000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861353;121.450;416;;;
2024-02-23 17:11:53;2024-02-23T16:11:53.953000Z;SE0015961909;2024-02-23 17:11:53;2024-02-23T16:11:53.953000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861352;121.450;999;;;
2024-02-23 17:11:53;2024-02-23T16:11:53.953000Z;SE0015961909;2024-02-23 17:11:53;2024-02-23T16:11:53.953000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861351;121.450;626;;;
2024-02-23 17:11:53;2024-02-23T16:11:53.953000Z;SE0015961909;2024-02-23 17:11:53;2024-02-23T16:11:53.953000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861350;121.450;270;;;
2024-02-23 17:11:53;2024-02-23T16:11:53.953000Z;SE0015961909;2024-02-23 17:11:53;2024-02-23T16:11:53.953000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000861349;121.450;585;;;
2024-02-23 17:11:02;2024-02-23T16:11:02.893000Z;SE0015961909;2024-02-23 17:11:02;2024-02-23T16:11:02.893000Z;SEK;MSTO;XSTO;MONE;false;5P-------PH---;000859897;121.400;1107;;;Auction On Demand
2024-02-23 17:11:01;2024-02-23T16:11:01.910000Z;SE0015961909;2024-02-23 17:11:01;2024-02-23T16:11:01.910000Z;SEK;XSTO;XSTO;MONE;false;12-------P----;000859839;121.400;425;;;
2024-02-23 17:11:01;2024-02-23T16:11:01.910000Z;SE0015961909;2024-02-23 17:11:01;2024-02-23T16:11:01.910000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000859838;121.400;291;;;
2024-02-23 17:11:01;2024-02-23T16:11:01.910000Z;SE0015961909;2024-02-23 17:11:01;2024-02-23T16:11:01.910000Z;SEK;XSTO;XSTO;MONE;false;12-------P----;000859837;121.400;235;;;
2024-02-23 17:11:01;2024-02-23T16:11:01.910000Z;SE0015961909;2024-02-23 17:11:01;2024-02-23T16:11:01.910000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000859836;121.400;270;;;
2024-02-23 17:11:01;2024-02-23T16:11:01.910000Z;SE0015961909;2024-02-23 17:11:01;2024-02-23T16:11:01.910000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000859835;121.400;600;;;
2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SE0015961909;2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000858349;121.400;173;;;
2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SE0015961909;2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000858347;121.400;801;;;
2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SE0015961909;2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000858346;121.400;569;;;
2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SE0015961909;2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000858345;121.400;10;;;
2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SE0015961909;2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000858344;121.400;442;;;
2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SE0015961909;2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000858343;121.400;1329;;;
2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SE0015961909;2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000858342;121.400;270;;;
2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SE0015961909;2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000858341;121.400;815;;;
2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SE0015961909;2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000858340;121.400;446;;;
2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SE0015961909;2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000858339;121.400;229;;;
2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SE0015961909;2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000858338;121.400;712;;;
2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SE0015961909;2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000858337;121.400;344;;;
2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SE0015961909;2024-02-23 17:10:02;2024-02-23T16:10:02.693000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000858336;121.400;700;;;
2024-02-23 17:09:40;2024-02-23T16:09:40.113000Z;SE0015961909;2024-02-23 17:09:40;2024-02-23T16:09:40.113000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857711;121.450;99;;;
2024-02-23 17:09:40;2024-02-23T16:09:40.093000Z;SE0015961909;2024-02-23 17:09:40;2024-02-23T16:09:40.093000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857702;121.450;32;;;
2024-02-23 17:09:40;2024-02-23T16:09:40.093000Z;SE0015961909;2024-02-23 17:09:40;2024-02-23T16:09:40.093000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857701;121.450;10;;;
2024-02-23 17:09:40;2024-02-23T16:09:40.093000Z;SE0015961909;2024-02-23 17:09:40;2024-02-23T16:09:40.093000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857699;121.450;163;;;
2024-02-23 17:09:40;2024-02-23T16:09:40.093000Z;SE0015961909;2024-02-23 17:09:40;2024-02-23T16:09:40.093000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857698;121.450;1349;;;
2024-02-23 17:09:40;2024-02-23T16:09:40.093000Z;SE0015961909;2024-02-23 17:09:40;2024-02-23T16:09:40.093000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857697;121.450;270;;;
2024-02-23 17:09:40;2024-02-23T16:09:40.093000Z;SE0015961909;2024-02-23 17:09:40;2024-02-23T16:09:40.093000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857696;121.450;128;;;
2024-02-23 17:09:40;2024-02-23T16:09:40.093000Z;SE0015961909;2024-02-23 17:09:40;2024-02-23T16:09:40.093000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857695;121.450;588;;;
2024-02-23 17:09:32;2024-02-23T16:09:32.907000Z;SE0015961909;2024-02-23 17:09:32;2024-02-23T16:09:32.907000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857504;121.500;270;;;
2024-02-23 17:09:32;2024-02-23T16:09:32.907000Z;SE0015961909;2024-02-23 17:09:32;2024-02-23T16:09:32.907000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857503;121.500;22;;;
2024-02-23 17:09:32;2024-02-23T16:09:32.897000Z;SE0015961909;2024-02-23 17:09:32;2024-02-23T16:09:32.897000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857502;121.500;700;;;
2024-02-23 17:09:32;2024-02-23T16:09:32.887000Z;SE0015961909;2024-02-23 17:09:32;2024-02-23T16:09:32.887000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857501;121.500;766;;;
2024-02-23 17:09:32;2024-02-23T16:09:32.847000Z;SE0015961909;2024-02-23 17:09:32;2024-02-23T16:09:32.850000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857500;121.500;431;;;
2024-02-23 17:09:32;2024-02-23T16:09:32.847000Z;SE0015961909;2024-02-23 17:09:32;2024-02-23T16:09:32.850000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857499;121.500;270;;;
2024-02-23 17:09:32;2024-02-23T16:09:32.847000Z;SE0015961909;2024-02-23 17:09:32;2024-02-23T16:09:32.850000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857498;121.500;611;;;
2024-02-23 17:09:32;2024-02-23T16:09:32.847000Z;SE0015961909;2024-02-23 17:09:32;2024-02-23T16:09:32.850000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857497;121.500;920;;;
2024-02-23 17:09:32;2024-02-23T16:09:32.847000Z;SE0015961909;2024-02-23 17:09:32;2024-02-23T16:09:32.850000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857496;121.500;92;;;
2024-02-23 17:09:24;2024-02-23T16:09:24.347000Z;SE0015961909;2024-02-23 17:09:24;2024-02-23T16:09:24.350000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857280;121.500;110;;;
2024-02-23 17:09:24;2024-02-23T16:09:24.347000Z;SE0015961909;2024-02-23 17:09:24;2024-02-23T16:09:24.347000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857255;121.500;110;;;
2024-02-23 17:09:24;2024-02-23T16:09:24.347000Z;SE0015961909;2024-02-23 17:09:24;2024-02-23T16:09:24.347000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000857229;121.500;220;;;
2024-02-23 17:09:06;2024-02-23T16:09:06.813000Z;SE0015961909;2024-02-23 17:09:06;2024-02-23T16:09:06.813000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000856724;121.500;4;;;
2024-02-23 17:08:44;2024-02-23T16:08:44.317000Z;SE0015961909;2024-02-23 17:08:44;2024-02-23T16:08:44.317000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000856221;121.500;164;;;
2024-02-23 17:08:17;2024-02-23T16:08:17.593000Z;SE0015961909;2024-02-23 17:08:17;2024-02-23T16:08:17.593000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000855316;121.450;917;;;
2024-02-23 17:08:17;2024-02-23T16:08:17.593000Z;SE0015961909;2024-02-23 17:08:17;2024-02-23T16:08:17.593000Z;SEK;XSTO;XSTO;MONE;false;12-------P----;000855315;121.450;794;;;
2024-02-23 17:08:07;2024-02-23T16:08:07.633000Z;SE0015961909;2024-02-23 17:08:07;2024-02-23T16:08:07.633000Z;SEK;XSTO;XSTO;MONE;false;12-------P----;000855059;121.450;110;;;
2024-02-23 17:08:07;2024-02-23T16:08:07.633000Z;SE0015961909;2024-02-23 17:08:07;2024-02-23T16:08:07.633000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000855055;121.450;26;;;
2024-02-23 17:08:07;2024-02-23T16:08:07.633000Z;SE0015961909;2024-02-23 17:08:07;2024-02-23T16:08:07.633000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000855054;121.450;393;;;
2024-02-23 17:08:07;2024-02-23T16:08:07.633000Z;SE0015961909;2024-02-23 17:08:07;2024-02-23T16:08:07.633000Z;SEK;XSTO;XSTO;MONE;false;12-------P----;000855042;121.450;110;;;
2024-02-23 17:08:07;2024-02-23T16:08:07.630000Z;SE0015961909;2024-02-23 17:08:07;2024-02-23T16:08:07.630000Z;SEK;XSTO;XSTO;MONE;false;12-------P----;000855025;121.450;110;;;
2024-02-23 17:07:54;2024-02-23T16:07:54.917000Z;SE0015961909;2024-02-23 17:07:54;2024-02-23T16:07:54.917000Z;SEK;XSTO;XSTO;MONE;false;12-------P----;000854634;121.450;181;;;
2024-02-23 17:07:54;2024-02-23T16:07:54.917000Z;SE0015961909;2024-02-23 17:07:54;2024-02-23T16:07:54.917000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000854633;121.450;39;;;
2024-02-23 17:07:54;2024-02-23T16:07:54.917000Z;SE0015961909;2024-02-23 17:07:54;2024-02-23T16:07:54.917000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000854610;121.450;220;;;
2024-02-23 17:07:54;2024-02-23T16:07:54.917000Z;SE0015961909;2024-02-23 17:07:54;2024-02-23T16:07:54.917000Z;SEK;XSTO;XSTO;MONE;false;12-------PH---;000854597;121.450;110;;;
